"date","tavg_cincy","tmin_cincy","tmax_cincy","prcp_cincy","snow_cincy","wspd_cincy","pres_cincy","tavg_columbus","tmin_columbus","tmax_columbus","wspd_columbus","pres_columbus","prcp_columbus","tavg_cleveland","tmin_cleveland","tmax_cleveland","prcp_cleveland","snow_cleveland","wspd_cleveland","pres_cleveland"
2022-05-15,20.9,14.2,29.7,0,0,4.7,1011.8,20.3,14.9,26.9,7.1,1012.6,0,20.1,17.1,24.3,0,0,7.9,1010.7
2022-05-16,20.1,14.7,25.3,6.4,0,16.2,1010.6,17.3,11.9,22.9,14.3,1010.5,2.5,17,13.8,20.5,3.3,0,17,1007.8
2022-05-17,20.1,11.4,27.5,0,0,13.7,1014.2,17.4,9.9,23.9,13.1,1014.7,0,14.6,12.1,17.1,0,0,13.6,1014
2022-05-18,20.2,17,23.6,13,0,9.4,1011.5,15.9,11.9,22.9,8.4,1013.3,7.3,13.4,10.5,16,9.9,0,14.7,1013.8
2022-05-19,20,15.9,27.5,46.2,0,13,1007.8,18.9,14.9,25.9,9.5,1009,0.1,18.7,14.3,25.5,0,0,14.7,1005.8
2022-05-20,23.5,19.2,30.3,12.2,0,21.2,1005.3,22.8,16.9,29.9,16.7,1007.4,18.1,24.6,21,29.9,2.3,0,26.4,1003.4
2022-05-21,24.4,17.5,28.6,25.4,0,13.3,1013.9,22.9,16.9,29.9,13.6,1015.7,4.2,24.3,17.7,29.3,21.8,0,18.4,1012.3
2022-05-22,19,14.7,20.9,1,0,15.8,1020.5,17.5,14.9,20.9,10.1,1021,1.6,15.9,12.1,19.9,1.1,0,11.9,1019.6
2022-05-23,14.7,12,17.5,0,0,16.9,1023.4,13.2,9.9,15.9,9.4,1024,0.7,13.7,12.1,14.9,0,0,18.6,1025.6
2022-05-24,16.8,11.4,24.2,0,0,16.2,1020,15.9,8.9,24.6,7.6,1021.2,0,14.7,11.6,17.1,0,0,15.2,1023
2022-05-25,21.8,18.1,28.6,2,0,15.1,1016,20.1,13.9,26.9,11.3,1018.8,0.5,20.8,14.9,26,0,0,18.3,1019.8
2022-05-26,21.7,18.1,24.2,14.7,0,18.7,1011.8,18.9,15.9,22.9,11.7,1014.7,10,22.9,19.9,26.6,10.7,0,26.8,1013
2022-05-27,17.4,14.2,19.7,6.4,0,13.7,1008.3,16.4,14.9,18.9,10.5,1009.4,7.9,18.9,16,23.8,11.9,0,13.8,1007.6
2022-05-28,17.4,13.1,23.6,0,0,9.7,1012.9,16.4,13.9,19.9,8.9,1013.5,0.3,17.2,14.9,19.3,0,0,10.6,1011.7
2022-05-29,21,15.9,27.5,0,0,12.2,1014.8,18.8,11.9,25.9,8.8,1016.5,0,20.3,15.5,24.9,0,0,13.6,1015.4
2022-05-30,24.5,17.5,30.9,0,0,16.9,1015.6,23.4,16.9,29.9,10,1017.9,0,26.4,20.5,31.6,0,0,19.1,1015.9
2022-05-31,25.7,18.1,31.4,0,0,12.6,1016.6,24.8,17.9,30.9,10.9,1018.2,0.1,28.3,24.3,32.7,0,0,18.8,1015.4
2022-06-01,25.8,19.7,32,0,0,13,1013.7,24.6,17.9,30.9,12.2,1014.7,0.2,25.1,21,28.2,10.7,0,14.6,1012.1
2022-06-02,22.4,18.1,24.2,13.5,0,11.9,1010.9,19.5,15.9,21.9,8.9,1011.5,3.3,18.1,16.6,21.6,0,0,13.5,1010.7
2022-06-03,21.1,15.9,27,0,0,10.8,1013.1,18.9,12.9,24.9,8,1013.8,0,19.7,14.9,26,0,0,11.9,1011.6
2022-06-04,21.5,12.5,28.6,0,0,4.3,1013.4,18.5,10.9,25.9,7.3,1015,0,18,14.3,20.5,0,0,14.7,1015.8
2022-06-05,23,17,28.6,0,0,12.2,1011.3,18.9,10.9,26.9,8.1,1013.6,0,19.8,16.6,24.3,0,0,15,1013.9
2022-06-06,22.4,18.1,27.5,16.8,0,14.8,1009.7,18.1,15.9,22.9,9.9,1011.9,7.4,22.7,18.8,27.7,7.9,0,21.7,1009.8
2022-06-07,21.6,18.6,28.1,2.8,0,11.5,1010,20,16.9,24.9,11.8,1011.2,21.8,19.6,16.6,23.8,8.9,0,16.7,1008.6
2022-06-08,22.4,17.5,27.5,16,0,12.6,1010.2,20,13.9,26.9,8.5,1011.3,5.1,17.6,14.3,20.5,7.6,0,15,1011.6
2022-06-09,19.4,14.2,24.7,0,0,12.2,1013,17.8,14.9,21.9,14.2,1012.9,0.8,17.4,14.3,19.9,3,0,20.5,1010.6
2022-06-10,19.6,14.7,24.2,1.5,0,5.4,1013.6,17.1,10.9,21.9,5.6,1014.6,0.9,19.3,14.9,23.8,0.3,0,9.5,1012.8
2022-06-11,19.5,16.4,25.9,0,0,7.9,1011.9,18.4,13.9,22.9,7.2,1013.5,2.5,20.5,17.7,23.2,0,0,12.3,1011.4
2022-06-12,22.7,19.2,28.1,4.3,0,10.4,1010.4,21.5,16.9,25.9,7.7,1012.1,9.7,22.6,19.9,26,4.1,0,12.8,1009.9
2022-06-13,26.7,22,33.6,0,0,10.1,1012.2,24.9,19.9,31.9,6.1,1013.7,1.5,21.1,19.3,24.9,2.8,0,14.5,1013.6
2022-06-14,28.1,24.2,34.7,0,0,12.2,1013.3,26.1,19.9,33.9,11.5,1014.8,0,22.2,19.9,24.3,6.1,0,10.5,1013.2
2022-06-15,29.2,23.6,33.6,0,0,11.2,1015.4,28.1,22.9,32.9,9.1,1016.7,0,29.4,24.9,36,0,0,16.4,1013.7
2022-06-16,29.4,25.3,33.6,0,0,14,1015.8,28.6,24.9,32.9,16.2,1016.5,0,29.3,26.6,32.7,0.8,0,20,1012.3
2022-06-17,28.4,22.5,31.4,0,0,16.9,1014.1,27.2,21.9,29.9,18,1014.2,0,24.8,22.1,28.2,0,0,24.4,1011.2
2022-06-18,22.6,18.1,26.4,0,0,19.8,1018.5,19.1,14.9,23.9,16.2,1019.1,0,17.3,14.3,19.3,0,0,36.5,1018.8
2022-06-19,20.6,14.2,27,0,0,9,1023.3,16.4,7.9,23.9,6.6,1024.2,0,18.9,16.6,21,0,0,16.7,1023.2
2022-06-20,21.5,14.2,28.1,0,0,8.6,1022.4,18.5,11.9,25.9,6.7,1023.4,0,21.8,18.8,25.5,0,0,13.3,1021.5
2022-06-21,24.8,15.3,33.6,0,0,9.4,1020.2,23.7,14.9,32.9,8.1,1020.9,0,26.4,20.5,33.8,0,0,16.5,1017.2
2022-06-22,27.1,20.9,35.3,5.1,0,10.8,1015.8,26.2,19.9,34.9,12.5,1015.8,5.1,27.3,23.2,29.9,0,0,15.8,1012.9
2022-06-23,24.4,18.1,30.3,0,0,13,1014.6,23.5,16.9,28.9,11.6,1015,0,21.2,18.8,23.8,0,0,14.3,1015.2
2022-06-24,25,18.1,31.4,0,0,5.4,1016.2,20.9,11.9,28.9,6.9,1017.8,0,22,16,26,0,0,6.8,1017.4
2022-06-25,25.5,19.2,32,0,0,8.3,1016.7,22.4,12.9,30.9,6.2,1018.3,0,24.4,19.3,29.9,0,0,13.2,1017.4
2022-06-26,26.6,22,30.9,0.5,0,12.2,1015.9,25.3,20.9,30.9,10,1016.8,13.1,25.7,23.8,29.9,13.5,0,16.3,1014
2022-06-27,23.1,17,27,0,0,14,1020.5,21.4,15.9,25.9,11.5,1020.5,0.7,21.9,20.5,23.2,0,0,24.7,1018.8
2022-06-28,20.7,13.6,27,0,0,8.3,1023,19.1,10.9,25.9,6.2,1023.6,0,20,16,22.7,0,0,9,1023
2022-06-29,21.6,12,30.3,0,0,4.3,1022.9,19.9,9.9,27.9,5.1,1023.8,0,22.1,17.1,25.5,0,0,14.2,1021.9
2022-06-30,26.1,18.6,33.6,0,0,9.7,1020,22.9,12.9,31.9,7.3,1021.5,0,27.4,22.7,32.7,0,0,17.6,1019.6
2022-07-01,28.4,23.1,33.6,0,0,13,1015.6,26.9,21.9,32.9,13.2,1016.6,4.3,27,22.1,33.2,8.4,0,18.6,1013.6
2022-07-02,26.4,21.4,30.9,6.9,0,9.7,1014.8,23.7,19.9,29.9,6.6,1016,4.6,23.3,21.6,25.5,2,0,11.9,1014.9
2022-07-03,27,22,32.5,0,0,9.4,1018.1,23.9,19.9,29.9,6.6,1019.7,0,23.7,20.5,25.5,0,0,12.2,1019.4
2022-07-04,26.9,20.9,33.1,0,0,10.8,1018.8,23.4,15.9,30.9,7.5,1020.6,0,25.8,20.5,30.5,0,0,14,1019.5
2022-07-05,28.4,24.2,34.7,0,0,14.8,1014.2,22.5,18.9,26.9,9.5,1015.8,4.3,26.2,21.6,29.3,6.6,0,17.1,1012.1
2022-07-06,27.8,22.5,35.3,14.5,0,10.8,1012.4,22.1,20.9,25.9,8,1014.5,16.3,23.4,22.1,26,6.1,0,14.1,1013.3
2022-07-07,25.6,23.1,30.9,0,0,8.6,1014.7,23.8,19.9,28.9,6.6,1016.1,0,22.6,19.9,24.9,0,0,8.3,1016.2
2022-07-08,25.1,22.5,27,7.9,0,8.6,1014.9,21.4,19.9,24.9,8.5,1016.8,8.1,24.6,22.1,26.6,0,0,5.9,1016.7
2022-07-09,22.9,20.9,27.5,8.1,0,15.5,1016.3,21.7,17.9,26.9,8.7,1017.5,0.9,22.7,20.5,23.8,0,0,19,1018.6
2022-07-10,24,17,31.4,0,0,10.8,1016,21.9,15.9,27.9,7.6,1017.1,0,20.5,17.1,23.8,0,0,9.8,1017.9
2022-07-11,25.6,18.6,31.4,0,0,9.4,1012.1,23.3,17.9,29.9,9,1013.4,0,26.2,18.2,32.7,0,0,17.7,1010.4
2022-07-12,26.9,23.1,31.4,0,0,15.8,1010.2,25.3,20.9,29.9,13.4,1010.8,0.1,25.9,23.2,28.2,0,0,19.4,1007.2
2022-07-13,25.3,17.5,30.9,0,0,9.4,1014.5,22.4,14.9,29.9,8.6,1015.4,0,23.1,21.6,26.6,2.1,0,7.6,1013.4
2022-07-14,25.5,20.3,30.9,0,0,11.5,1017.8,22.1,16.9,27.9,6.6,1018.8,0.1,22.4,19.9,24.3,0,0,7.5,1018.8
2022-07-15,25.5,20.3,31.4,0,0,9.4,1019.5,22,14.9,27.9,6.5,1021,0,22.8,17.7,26,0,0,9.1,1020.9
2022-07-16,26.9,22,33.1,0,0,12.2,1015.4,23.4,19.9,29.9,6.9,1017.3,4.4,22.8,18.2,26.6,9.4,0,14.8,1017
2022-07-17,24.9,22.5,25.9,30.7,0,13,1012.4,22.5,19.9,24.9,9.1,1013.8,38.4,23.3,22.1,24.9,29.5,0,14.6,1012.6
2022-07-18,23.9,20.9,29.2,6.9,0,7.9,1011.4,22.1,19.9,24.9,7.6,1012.7,17.8,23.9,22.1,26.6,10.9,0,17.3,1009.2
2022-07-19,25.8,19.7,31.4,0,0,9,1012.4,23.7,18.9,29.9,7.3,1013.7,0.6,26.4,22.7,29.3,0,0,14.2,1010.8
2022-07-20,27.6,23.1,33.6,0,0,16.2,1007.2,26,19.9,30.9,11.9,1008.8,0.1,28.7,26,33.2,1.5,0,22.6,1005.2
2022-07-21,27.8,20.9,32,0,0,13,1009.1,25.3,20.9,29.9,12.1,1009.8,1.5,26.5,23.8,29.3,0,0,19.3,1005.5
2022-07-22,27.2,20.9,33.6,0,0,11.2,1014.2,25.1,18.9,30.9,11.4,1015.1,0,26.1,22.1,28.2,4,0,13.8,1012
2022-07-23,27,21.4,32,0.3,0,11.9,1016.8,22.8,17.9,28.9,7.2,1018.2,0.5,25.5,22.1,28.2,0.3,0,15.1,1015.1
2022-07-24,28.3,24.2,33.1,2,0,16.2,1014.8,25.7,20.9,30.9,10.6,1015.9,0,28.5,24.9,32.1,26.2,0,25.8,1012.2
2022-07-25,25.9,23.1,28.6,0,0,10.1,1014.8,24.9,21.9,27.9,9.8,1015.5,24.1,24.1,22.1,25.5,2.8,0,16.6,1013.6
2022-07-26,23.5,21.4,27,2.8,0,7.2,1015.6,21.3,19.9,22.9,5.1,1017,11.7,22.9,19.3,25.5,0,0,9.2,1015.7
2022-07-27,23.6,22,28.1,23.1,0,11.5,1013.6,21.9,18.9,25.9,9.9,1014.5,2.8,23.7,20.5,27.1,7.4,0,15.5,1012.2
2022-07-28,26,22,31.4,0,0,10.8,1013.1,24.2,20.9,27.9,9.9,1013.9,0.8,26.1,23.8,28.8,0,0,18.9,1010.3
2022-07-29,25.1,18.1,28.6,0,0,12.6,1015.3,22.9,19.9,25.9,9.9,1015.9,18.6,24.6,22.7,26,0,0,17,1014.2
2022-07-30,22.4,15.3,29.2,0,0,5.4,1021.3,20.2,14.9,25.9,5.6,1022.4,0,24.1,22.7,25.5,0,0,12.4,1020.7
2022-07-31,22,19.2,25.3,10.7,0,9.4,1019.4,19.4,15.9,24.9,5.4,1020.5,2.4,23.8,19.9,27.7,0,0,13.3,1019.2
2022-08-01,24,20.9,29.7,4.1,0,14.8,1014.5,22.7,17.9,27.9,11.4,1015.3,5.4,25.7,22.1,28.8,0,0,20,1011.9
2022-08-02,25.6,20.9,29.7,0,0,11.9,1014.8,24.5,21.9,27.9,10.7,1015.2,0.9,24.7,23.2,26,0,0,13.6,1013.2
2022-08-03,25.7,19.7,33.6,0,0,12.2,1014.5,24.6,18.9,30.9,8.8,1015.9,0,27,21,33.8,2.3,0,20.2,1013.4
2022-08-04,26.3,23.1,29.7,0,0,11.5,1016,23.7,20.9,29.9,7.6,1017.8,3.3,25.7,23.8,28.2,1.8,0,10,1015.5
2022-08-05,24.6,22,28.6,59.4,0,12.2,1018.8,22.7,20.9,25.9,7.6,1020.7,7.9,26.1,24.3,27.9,39.6,0,10.9,1019
2022-08-06,24.3,22.5,28.1,61,0,12.2,1020.1,23.3,20.9,27.9,8.1,1021.5,6.2,26.2,23.2,28.8,0,0,10.5,1019.6
2022-08-07,25.2,20.9,31.4,4.8,0,10.8,1020.1,24.7,20.9,30.9,8.1,1021,1.9,27.1,24.3,29.9,0,0,13.1,1018.2
2022-08-08,26.2,21.4,32,0,0,14,1016.5,25.6,20.9,30.9,11,1017.6,0.2,27.6,24.3,32.1,23.1,0,22.3,1013.8
2022-08-09,26.9,22.5,30.9,29.5,0,9.4,1016,25.1,20.9,29.9,8.6,1017.2,11.2,22.5,20.5,25.5,10.4,0,13.8,1016.5
2022-08-10,24.7,21.4,29.7,0,0,9.7,1018.3,22.4,19.9,25.9,6.4,1019.3,23.6,22.6,19.3,24.9,0,0,6.2,1019.2
2022-08-11,23.9,18.1,29.7,2,0,11.9,1018.2,21.4,17,25.9,7.4,1019,1.2,22.4,20.5,24.9,0,0,17.6,1017.9
2022-08-12,22.2,18.1,26.4,0,0,12.2,1020.3,18.4,12.9,24.9,8.5,1021.3,0,21.9,18.8,24.3,0,0,13.8,1021.1
2022-08-13,21.8,15.9,27.5,0,0,7.6,1019.5,18.1,10.9,24.9,5.3,1020.9,0.6,21,16,24.9,0,0,9,1020.6
2022-08-14,22.1,19.2,25.3,1.3,0,10.1,1013.7,18.5,14.9,20.9,7.3,1015.8,5.8,21.7,19.3,23.2,0,0,8.3,1015.9
2022-08-15,22.2,18.6,27.5,0,0,12.6,1012.9,20.4,16.9,25.9,8.8,1014,0,23,19.3,26,0.3,0,13.3,1014.1
2022-08-16,22.6,17.5,28.6,0,0,15.5,1014.9,18.9,14.9,22.9,8.6,1016,0.2,22.4,18.8,26.6,0,0,13.6,1016.5
2022-08-17,22.6,17,28.6,0,0,11.2,1016.1,20.1,13.9,25.9,6.2,1017.1,0.6,22.6,19.9,24.9,0,0,9.3,1017.4
2022-08-18,23,17.5,29.2,0,0,6.8,1015.7,19.2,12.9,25.9,6.1,1016.9,0,22.2,17.7,25.5,0,0,8.1,1015.8
2022-08-19,23.6,17.5,30.3,0,0,5.8,1015.6,20.1,12.9,27.9,5.7,1017.4,0,23.6,18.8,27.7,0,0,11.3,1016.4
2022-08-20,23.7,19.2,30.3,16.8,0,11.2,1016.4,20.5,14.9,27.9,8.3,1018.2,3.2,24,20.5,29.3,4.1,0,13.7,1017.2
2022-08-21,22,19.7,26.4,0.5,0,11.2,1014.1,20.3,17.9,25.9,7.5,1015.7,18.3,21.5,19.3,26,14,0,12,1014.3
2022-08-22,21.6,17.5,26.4,0,0,10.1,1014.7,19.9,16.9,24.9,9.8,1015,0.5,22.3,19.9,24.9,0,0,14.5,1012.6
2022-08-23,22.2,16.4,28.1,0,0,8.6,1015.1,20,13.9,26.9,7.4,1015.6,0,23.8,22.1,25.5,0,0,11.2,1013.8
2022-08-24,22.4,15.3,29.2,0,0,4.7,1017.2,19.2,12.9,26.9,5,1018.4,0,23.3,19.3,26.6,0,0,9,1016.7
2022-08-25,23.4,17,29.2,0,0,7.2,1017,20.1,12.9,27.9,6,1018,0,24.1,19.9,27.1,0,0,10.4,1016.5
2022-08-26,24.4,19.7,30.3,0.5,0,9.7,1015.5,22,16.9,27.9,9.2,1016.5,0.8,23.7,22.1,24.9,3.6,0,17,1014.5
2022-08-27,24.5,19.2,30.3,0,0,10.4,1016.5,20.3,14.9,27.9,6.7,1018.2,0,22,18.8,24.9,0,0,12.1,1018.1
2022-08-28,26,20.3,33.1,0,0,13,1014.7,22.3,14.9,31.6,8.3,1017,0.1,24.4,18.8,29.9,0,0,13.1,1016.3
2022-08-29,26.3,21.4,32,4.6,0,15.1,1014.9,23.9,19.9,30.9,11.5,1016.4,5.2,26.8,21.6,31.6,25.4,0,20.4,1013.3
2022-08-30,23.6,18.6,28.6,16.5,0,14.4,1013.5,21.3,15.9,25.9,9.8,1014,23.8,23.4,21.6,25.5,2.3,0,24.5,1010.7
2022-08-31,21.7,14.7,27,0,0,9.4,1016.4,19.4,12.9,25.9,10.4,1016.7,0,23.3,19.3,26,0,0,24.6,1013.1
2022-09-01,21.9,15.3,28.6,0,0,2.2,1017.8,20.4,11.9,27.9,6.2,1018.6,0,22.4,18.8,24.9,0,0,11,1016.7
2022-09-02,24.3,19.2,29.7,0,0,9.4,1018,21.7,14.9,27.9,6.2,1019.9,0,23.3,18.2,29.9,0,0,13.5,1019.4
2022-09-03,23.4,20.9,25.3,13,0,11.5,1019.5,20.4,17.9,23.5,7.7,1021.1,2,25.2,22.7,28.8,0,0,11,1019.3
2022-09-04,23.2,20.9,28.1,1.8,0,6.5,1016.5,21,17.9,25.6,5.7,1018.2,1.9,22.8,22.1,23.8,11.2,0,7.4,1018.5
2022-09-05,23.6,20.9,27,5.6,0,7.9,1014.8,21.9,19.9,25.9,5.2,1016.4,7.1,21.9,21,22.7,3.3,0,13.5,1016.4
2022-09-06,22.6,19.7,27,6.9,0,11.2,1016.8,20.6,17.9,23.9,8.5,1017.8,0.2,20.9,19.9,21.6,2.5,0,18.8,1017.5
2022-09-07,22,17,27,0,0,11.5,1017.5,19.7,15.9,24.9,10.9,1018,0,21,17.7,23.8,0,0,8.6,1017.4
2022-09-08,20.6,14.7,25.9,0,0,10.1,1014.5,17.8,10.9,25.9,7.6,1015.4,0,21.7,17.1,24.3,0,0,8.8,1015
2022-09-09,22.3,17,29.2,0,0,10.1,1013.7,19.9,12.9,27.9,6.4,1015.4,0,22.1,17.1,27.1,0,0,14,1015.5
2022-09-10,23.5,19.2,26.4,0,0,13,1017,19.7,16.9,23.9,10.6,1019.5,1,23.9,19.9,28.2,0,0,17.2,1018.6
2022-09-11,22.2,18.6,27,14,0,12.2,1014.4,20,17.9,24.9,6.9,1016.1,6.2,21.7,19.3,23.2,2.8,0,10.9,1015.2
2022-09-12,19.1,15.9,22,1,0,14.4,1012,18.1,15.9,20.9,11.5,1012.5,0.6,20.3,17.7,22.7,0,0,18.2,1009.9
2022-09-13,17.7,13.6,23.1,0,0,12.2,1012.1,15.9,11.9,20.9,9.6,1012.7,0,17.9,16,21,4.1,0,18.3,1009.8
2022-09-14,19.6,14.2,27,0,0,4.3,1019.2,16.3,10.9,22.9,5.7,1020,0,20,16.6,23.2,0,0,14.3,1017.9
2022-09-15,21.1,15.3,28.1,0,0,3.6,1022.5,17.2,10.9,25.9,4.2,1023.5,0,19.6,17.7,21,0,0,10.5,1023.5
2022-09-16,22,15.3,28.1,0,0,6.1,1021.4,17.6,11.9,25.9,5.5,1022.9,0,20.8,16,26,0,0,9.1,1021.9
2022-09-17,22.2,17,28.6,0,0,10.8,1020.1,19,12.9,26.9,7,1021.5,0,23.1,18.2,28.2,0,0,14.1,1020
2022-09-18,21.7,15.3,28.1,0,0,13,1017.8,20.8,15.9,26.9,9.7,1019,0,24.9,21,28.2,0,0,19.5,1016
2022-09-19,23.1,19.7,28.1,0.5,0,12.6,1014.8,21.2,16.9,26.9,7.5,1015.4,2.5,23.3,19.3,24.9,15.3,0,17.8,1012.5
2022-09-20,23.1,16.4,30.3,0,0,3.6,1016.1,20,12.9,27.9,4.8,1017.2,0,22.1,18.2,25.5,0,0,8.3,1015.9
2022-09-21,25.9,20.3,34.2,0.5,0,13.7,1012.5,23.2,14.9,29.9,9.4,1013.8,0.3,25.1,20.5,29.9,2,0,17.1,1010.1
2022-09-22,20.8,12,23.6,0,0,22.7,1015,17.5,9.9,24.9,19.3,1015.2,1.9,17.9,15.5,24.3,1.3,0,34.9,1012.6
2022-09-23,14.2,8.6,20.3,0.3,0,9.4,1021.9,11.4,3.9,17.9,6.8,1022.5,0,14.3,12.1,15.5,0,0,18.1,1021.8
2022-09-24,17.1,12.5,24.2,3.8,0,15.5,1015.3,15.2,10.9,20.9,7,1016.5,0.7,15.1,11,18.8,0,0,15.9,1016
2022-09-25,18.9,14.2,24.2,2,0,17.6,1008.3,17.2,11.9,21.9,16.2,1008.2,0.3,17.3,15.5,19.3,17.3,0,25.9,1003.7
2022-09-26,15.6,10.3,20.3,0,0,17.3,1011,14.8,10.9,19.9,17.5,1010.6,0.3,15.4,13.2,17.7,17.5,0,35.7,1005.1
2022-09-27,13.1,5.9,19.2,0,0,15.5,1017,10.8,5.9,17.9,12.9,1016.5,0.2,13.4,11,16,5.1,0,28.7,1012.5
2022-09-28,11,4.7,15.9,0,0,13.3,1026.8,9.2,2.9,15.9,9.8,1026.7,0,14.6,13.8,15.5,11.7,0,25.8,1024.4
2022-09-29,13.5,8.6,19.7,0,0,17.6,1029.1,9.2,2.9,15.9,11.1,1030.2,0,13.8,10.5,14.9,0,0,16.5,1031.1
2022-09-30,14.3,8.6,22.5,0,0,17.6,1022,9.9,2.9,17.9,10.6,1023,0,13.1,8.8,16.6,0,0,11.9,1025.3
2022-10-01,16.1,9.7,23.6,0,0,24.5,1016.6,12.4,9.9,15.9,12.2,1016.7,1.3,15.7,12.7,18.2,0,0,25.1,1018.8
2022-10-02,16.4,11.4,21.4,0,0,24.8,1020.8,14.5,9.9,20.9,14,1020.7,0,14.9,12.1,17.1,0,0,33.5,1023
2022-10-03,14.3,8.6,20.9,0,0,13.7,1024.4,10.4,4.9,18.9,8.6,1025,0,12.4,9.3,16,0,0,16.2,1026.8
2022-10-04,14.2,5.9,22,0,0,6.8,1022.3,8.5,0.9,19.9,9.3,1022.5,0,13.4,9.3,17.7,0,0,5.6,1022.6
2022-10-05,15.5,6.4,24.7,0,0,4,1019.5,10.3,0.9,22.9,5.8,1019.8,0,14.7,9.3,19.9,0,0,7.2,1018.8
2022-10-06,15.7,8.6,24.2,0,0,5.8,1017.4,11.8,3.9,21.9,6.6,1018,0,17.5,12.7,23.2,0,0,10.6,1015.6
2022-10-07,14,6.4,17.5,0,0,15.5,1021.8,10.1,2.9,14.9,11.8,1021.8,0,12.5,9.3,18.8,1.8,0,26.9,1020.8
2022-10-08,8.6,2,14.7,0,0,8.3,1027.5,5.2,-1.1,12.9,7.6,1027.1,0,10.3,9.3,12.1,0,0,22.2,1025.1
2022-10-09,8.9,2,17.5,0,0,7.2,1024.3,6.6,-0.1,15.9,10.2,1024.1,0,12.4,7.1,17.7,0,0,21.8,1021
2022-10-10,12.5,4.7,22.5,0,0,9.4,1023.7,10.9,2.9,20.9,8.2,1024.1,0,14.1,11,16.6,0,0,13.4,1022.4
2022-10-11,15.7,8.6,24.7,0,0,13,1023,12.3,5.9,21.9,8.3,1024.3,0,17.4,12.7,23.2,0,0,18.7,1022.6
2022-10-12,18.4,14.2,25.9,0.5,0,17.6,1012.7,14.9,9.9,22.9,11,1014.9,4.1,17.9,14.3,21.6,7.4,0,22.8,1012.5
2022-10-13,15.2,7,18.6,0.8,0,17.6,1008.3,12.9,7.9,16.9,14.2,1008.6,4,13.5,11,16.6,3.3,0,23,1005.4
2022-10-14,11.4,2,18.6,0,0,17.6,1009.9,9.4,2.9,16.9,11.3,1011.4,0,11.6,6.6,16.6,0,0,19.3,1009.6
2022-10-15,13.6,7,17.5,0,0,13.7,1013,10.8,3.9,15.9,12.5,1013.6,0,12.1,9.3,14.9,0,0,25.5,1011.2
2022-10-16,12.8,4.2,22,0,0,12.6,1014,11,1.9,19.9,9.3,1014.4,0,12,6,18.2,0.3,0,13.2,1012.3
2022-10-17,8.8,3.1,10.9,0.3,0,23.4,1011.2,6.9,3.9,10.9,20.4,1010.1,0,8.6,4.3,13.8,1.3,0,34.2,1004.7
2022-10-18,4.2,2.5,7,0.3,0,21.6,1013.6,3.8,1.9,6.9,22.2,1011.5,0.4,5.5,3.2,8.2,14,0,35.5,1005.1
2022-10-19,5.9,2,12,0,0,18,1015.5,4.7,-0.1,9.9,20.1,1014,0.2,6.8,3.2,8.2,19,0,35,1007.9
2022-10-20,5.9,-1.3,13.6,0,0,14,1014.5,5.1,-1.1,10.9,12,1014.8,0,6,3.2,8.8,0,0,22.5,1011.5
2022-10-21,11.5,4.7,22,0,0,18.4,1014.9,9.6,1.9,19.9,10.5,1016.2,0,12.9,6.6,19.9,0,0,25.9,1013.1
2022-10-22,16.1,10.9,25.9,0,0,16.9,1016.5,13.5,6.9,23.9,11,1018.5,0,17.3,11.6,23.8,0,0,21.8,1016.7
2022-10-23,18.4,12,25.3,0,0,13.7,1018.9,14.7,6.9,24.9,8.9,1020.8,0,18.6,13.8,24.3,0,0,17.2,1020.5
2022-10-24,17.8,10.9,25.9,0,0,14.8,1017.6,12.7,3.9,23.9,8.8,1019.5,0,17.5,12.1,24.9,0,0,17.5,1019
2022-10-25,18.7,12.5,24.2,9.1,0,19.8,1009.6,15.9,7.9,22.9,10.5,1012,0,18.8,14.3,24.3,0,0,16.5,1011.6
2022-10-26,12.5,5.9,15.9,2.8,0,16.6,1011.1,11.3,7.9,16.9,14.8,1011.1,2.4,14.3,9.9,18.8,6.6,0,27.2,1007.8
2022-10-27,8.2,2.5,14.7,0,0,15.8,1024.4,7.7,0.9,12.9,11,1025.1,0,9.3,7.7,11,0,0,17.5,1026.5
2022-10-28,11.4,6.4,19.2,0,0,11.5,1026.6,7.3,-0.1,17.9,7.7,1028,0,9,5.5,13.2,0,0,8.1,1030.4
2022-10-29,12.9,5.9,20.9,0,0,9,1025.6,7.2,-1.1,19.9,7.9,1026.9,0,10.2,6,14.3,0,0,12.2,1028.2
2022-10-30,13.6,10.3,18.6,10.2,0,12.2,1017.1,10,0.9,19.9,9.4,1018.8,0.3,12.7,7.7,17.1,0,0,15.2,1019
2022-10-31,16.2,14.2,19.7,1.3,0,14,1012,16.2,13.9,20.4,11.3,1012.8,1.5,17.2,14.3,21,1.5,0,17.1,1011.6
2022-11-01,15.2,11.4,18.6,0,0,7.9,1020.3,15.2,10.9,19.9,8.8,1019.9,0.2,14.9,12.7,17.1,3.1,0,14.8,1018.3
2022-11-02,13.3,9.2,17.5,0,0,4.7,1025.9,12.5,7.9,17.8,4,1026.2,0,12.8,9.9,16.6,0,0,8.4,1026.4
2022-11-03,15.6,9.2,22,0,0,6.8,1023.8,13.3,7.3,21.4,5.7,1024.6,0,13.1,7.1,18.8,0,0,11.6,1024.9
2022-11-04,17.2,12,24.2,0,0,19.8,1019.2,16.3,11,22.9,12.5,1021.1,0,18.1,13.8,22.1,0,0,20.9,1019.4
